,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_temp,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,average_cadence,average_watts,weighted_average_watts,kilojoules,max_watts
10,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista por la mañana,0.0,3774,3774,0.0,Ride,,3899266999,garmin_push_5371388185,4173315249,2020-08-11T14:41:51Z,2020-08-11T09:41:51Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,1,0,1,0,"{'id': 'a3899266999', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,4173315249,0.0,0.0,29.0,False,True,101.1,114.0,False,True,,,0,0,False,37.7,,,,
11,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista por la mañana,0.0,6584,6584,0.0,Ride,,3823584764,garmin_push_5289194257,4089297858,2020-07-25T15:33:38Z,2020-07-25T10:33:38Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3823584764', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,4089297858,0.0,0.0,30.0,False,True,110.3,128.0,False,True,,,0,0,False,41.7,,,,
12,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista nocturna,0.0,3736,3736,0.0,Ride,,3823582454,garmin_push_5289191822,4089295260,2020-07-24T02:38:32Z,2020-07-23T21:38:32Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3823582454', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,4089295260,0.0,0.0,31.0,False,True,119.1,138.0,False,True,,,0,0,False,41.9,,,,
13,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista vespertina,20031.1,6820,9644,164.0,Ride,,3786651896,garmin_push_5261441327,4047081395,2020-07-17T00:21:47Z,2020-07-16T19:21:47Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.572409, -100.422416]","[20.524036, -100.446365]",,,,20.572409,-100.422416,0,1,0,10,0,"{'id': 'a3786651896', 'summary_polyline': 'o`q|Bbw|cRe@q@BF`@Bp@dEx@xD\\fAJt@l@hAf@l@e@xAAz@jA~GDnCFLrAKzFkAjJuA|ASv@BNLHRvEfWTbBr@lClC`FxA~AGLeBpAi@~@_A|Bk@x@URs@E[LOPEV?ZN\\ZNv@LpAnE^lDAb@]nAaA|@iGxBiDx@{AT}Iv@gCl@wA~@u@nAiAnEcAnGe@|GIl@]ROb@Db@ZX`@@`@UZq@n@SxBcAnKoCpE}A~H{Br@[n@g@v@[fG{ALT`@lBh@vDZt@N~AdBzJJN`B{@cBt@qDrBcAb@eEj@yAZuFZc@JKXPtBPbFLhBl@|MTbD?p@d@|M`@vHJd@TFhAAjAQbAg@^IdBHPIXY^Ox@oFL[`@IxGYbNcArIc@~AUjCQlDEf@b@fB~In@fN@vAf@`K@HJ@vAsAfEoBlAgAbAqB`AaDf@_Ed@q@lAkAb@cAJqBd@w@Rm@^gBtC}GX}@l@yA`@mCJ{DRsAGwCBKEOFCCUJ[~AsBhBaB~EoBl@w@v@gB\\c@hBwAd@QvDGb@KXUR_@XuBB}BIKk@GJABSRSV?TQlA{ChBqBfHkEf@Sz@Gh@F|F~AlCjAxAfAV^VxER^f@`@rBr@h@AvMsCdEb@zEnAx@Bp@MTOrBiCrEqEh@WvAWvC@l@EvAZ|DvCdBbAjBh@lChAjC^hC~@~A`Bp@f@v@Zj@J]ME@NJF@MF~ENbAATZTHb@AHJX@XVnAQrCaEtBoBrBy@fEiAlAu@REDUjAw@\\c@?[a@kA_@k@YA@a@W_Ay@{AwA{Aa@}AGe@JUEa@DSCDKEGH`AqB|@u@|@_@`A@bC_@|ABd@IrBs@dCm@l@Gr@W|@sBZc@x@o@l@iAJ[CC@DLUOaDa@cEc@iGy@_Dw@qBDWXSBQOg@m@y@o@mBHw@Gg@M?LFBRG~@FTf@`B~@zAc@p@Ab@GDHIRj@Z\\\\pBb@vB`@lGLBZvG]hA}@|Aq@j@_@l@Ub@BNSb@}E`AuCz@qBEwAXqAGqB`A]^i@pAAhAKn@l@tB^j@v@n@lAhCBv@^Dz@jBDRg@l@m@ZYf@@VU?q@Li@XsEtAaCnAeB`BiCvDg@@ULc@Qi@A_@K]QWYEFW?sBMCF]?cDs@qA{@wAsA', 'resource_state': 2}",False,False,False,False,followers_only,False,,False,4047081395,2.937,6.7,28.0,False,True,118.5,161.0,False,True,1832.0,1782.8,0,0,False,,,,,
14,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista por la tarde,0.0,7547,7547,0.0,Ride,,3730123760,garmin_push_5204493576,3983997048,2020-07-07T22:03:22Z,2020-07-07T17:03:22Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3730123760', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3983997048,0.0,0.0,32.0,False,True,132.1,159.0,False,True,,,0,0,False,48.0,,,,
15,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista vespertina,0.0,7645,7645,0.0,Ride,,3686459535,garmin_push_5160661770,3936403542,2020-06-28T23:36:40Z,2020-06-28T18:36:40Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,1,0,1,0,"{'id': 'a3686459535', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3936403542,0.0,0.0,32.0,False,True,113.1,136.0,False,True,,,0,0,False,42.8,,,,
16,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista por la mañana,32310.0,8507,10867,761.0,Ride,,3645957256,garmin_push_5120190137,3892337088,2020-06-20T14:57:56Z,2020-06-20T09:57:56Z,(GMT-06:00) America/Mexico_City,-18000.0,"[20.616761, -100.448743]","[20.583464, -100.42236]",,,,20.616761,-100.448743,8,2,0,1,0,"{'id': 'a3645957256', 'summary_polyline': 'wuy|Bt{adREK?Hb@Hh@Gf@cG`BsX|@}MIeDm@iFZSbA{A@yBO}@h@k@GoBFWxDkAtMmBjD{@tDcBvCy@xB_@jGcD`D}C~@yAzAcBfCwGrCeE`DoD|C_EDk@CoJJmDxAgA~@gApCqEg@wCQ_K@y@\\w@h@Yb@GfFKr@VdCvB`ATtTwAMiEWmB?yEK{CKmBMWLa@AsAUcABI^@HIAgCLa@`D{BJg@{GaVe@qCZcCt@cC?e@E@@a@YGIUQaGu@sNBiGmAiG_AkBQOwDaJMA[gBI{AX}B@{AQoCi@aCwAcDGa@@kBx@wJ_@}Ig@kAeCkCe@{@_AyDsCuH{AiGOgAF{CfAiGHaBIaDbA{GJcEb@_EGgBJOG_ALS`FyDtGwGjD}Cr@c@zC_D`E{ErAmA~AqBzFsFlJeK~E{EpAcAv@I^LVj@TvJjApN_@HTCe@Ff@CpAVbAj@q@i@Gl@NLdJcAFLAj@XrCLPtPoBZINUvFaAQqCq@qE[eDjFkAhA@VPdArAzGhT~B`Rr@E`@Np@KzJyCpHgCxL_BlCk@fc@}K~IsB~CbOPpAU|Bu@|BEr@Dn@l@xAf@Y^^dC{Bb@q@tBeAh@{@\\cAp@k@Ri@Hg@?{BVo@RoBh@eANo@EgBVwALKRm@ZcD\\qA?cAb@wDBmAv@mCj@eAz@}@CWJOhDgDVERNnC}BbAiAfDyCx@mAt@gBb@S@_BS{C}CiOMgCj@uDlBsIb@q@f@e@vAc@vAAvAp@dAvA|CvKnAlBr@X?HqAkAw@qA{CuKUi@q@o@_Bm@sABm@L_Ah@e@j@Yv@yBdLMnBDlAV`BvA~F`AfFLpBG`Bm@l@{AtC}FxFeCtB]U[HaDbDKj@{@bAe@z@s@hCCjASvAO`D[fAWzBC|@]v@Q`AEh@JlAs@hB[|BUh@AlCUx@{@~@iAzBkBz@sF~F[FcA~@e@H@d@m@@SPWjAm@FWTHk@MMo@b@oXtVsTrQaH?aOYqAK{FuAu@AcAJe@r@kBRkOnEo\\|IkC~@w@Pu@EFEBf@hDzNp@rBDCNx@tB~HF@lChL`@xAHAHN|ArG~ApDNp@vAlCvArB~@tBVDtDbF?ZINsKhIgBpB_EdBB^WVFDILf@dA`AbD?x@QrBBdARvAdAfAnIzFd@NNt@~ClHn@bDcHvD{KzEiAp@^pDh@vClDbMLD?L', 'resource_state': 2}",False,False,False,False,followers_only,False,,False,3892337088,3.798,10.0,30.0,False,True,116.3,167.0,False,True,2039.0,1730.8,4,0,False,,,,,
17,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista por la tarde,0.0,0,0,0.0,Ride,,3635493994,garmin_push_5110048213,3881060110,2020-06-18T18:38:33Z,2020-06-18T13:38:33Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3635493994', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3881060110,0.0,0.0,0.0,False,True,0.0,72.0,False,True,,,0,0,False,0.0,,,,
18,2,"{'id': 27541670, 'resource_state': 1}",Vuelta ciclista a la hora del almuerzo,0.0,9395,9395,0.0,Ride,,3609625185,garmin_push_5084665264,3853447677,2020-06-13T16:15:55Z,2020-06-13T11:15:55Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3609625185', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3853447677,0.0,0.0,30.0,False,True,124.3,146.0,False,True,,,0,0,False,46.9,,,,
19,2,"{'id': 27541670, 'resource_state': 1}",Actividad por la mañana,0.0,410,410,0.0,Workout,,3578129708,garmin_push_5053805872,3820184116,2020-06-07T14:28:17Z,2020-06-07T09:28:17Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3578129708', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3820184116,0.0,0.0,31.0,,True,147.6,155.0,False,True,1794.2,1794.2,0,0,False,,,,,
20,2,"{'id': 27541670, 'resource_state': 1}",Actividad por la mañana,0.0,395,395,0.0,Workout,,3578080623,garmin_push_5053761819,3820132186,2020-06-07T14:21:09Z,2020-06-07T09:21:09Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3578080623', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3820132186,0.0,0.0,31.0,,True,147.5,155.0,False,True,1794.2,1794.2,0,0,False,,,,,
21,2,"{'id': 27541670, 'resource_state': 1}",Actividad por la mañana,0.0,377,377,0.0,Workout,,3578035394,garmin_push_5053720992,3820084570,2020-06-07T14:14:28Z,2020-06-07T09:14:28Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3578035394', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3820084570,0.0,0.0,30.0,,True,147.8,158.0,False,True,1794.2,1794.2,0,0,False,,,,,
22,2,"{'id': 27541670, 'resource_state': 1}",Actividad por la mañana,0.0,378,378,0.0,Workout,,3578013657,garmin_push_5053701044,3820061791,2020-06-07T14:07:53Z,2020-06-07T09:07:53Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3578013657', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3820061791,0.0,0.0,30.0,,True,149.6,158.0,False,True,1794.2,1794.2,0,0,False,,,,,
23,2,"{'id': 27541670, 'resource_state': 1}",Actividad por la mañana,0.0,412,412,0.0,Workout,,3578013118,garmin_push_5053700609,3820061276,2020-06-07T14:00:35Z,2020-06-07T09:00:35Z,(GMT-06:00) America/Mexico_City,-18000.0,,,,,,,,0,0,0,1,0,"{'id': 'a3578013118', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,followers_only,False,,False,3820061276,0.0,0.0,30.0,,True,154.5,164.0,False,True,1794.2,1794.2,0,0,False,,,,,
